Year,Week_Number,mean_return,volatility
2022,46,-0.40120000000000006,1.4066910463922062
2022,47,0.64225,1.2377108911211858
2022,48,0.5402000000000001,3.1409449533540066
2022,49,-0.3494,2.075535183994721
2022,50,0.5871999999999999,2.177650959175965
2022,51,0.5015999999999998,2.8977933501200526
2022,52,0.1895,0.5648412756400392
2023,01,2.84125,1.6188158995595103
2023,02,0.12039999999999998,1.9129898849706446
2023,03,-0.87075,0.4925913620842331
2023,04,0.42619999999999997,0.8755270983813122
2023,05,-0.48200000000000004,1.689419278923974
2023,06,0.6726,1.8499979189177482
2023,07,-0.10639999999999994,1.530715943602862
2023,08,-1.60675,2.733863977962327
2023,09,1.6591999999999998,0.8862512059230159
2023,10,-1.1368,1.4594206727328483
2023,11,-0.16920000000000002,2.7452239799331495
2023,12,-0.3312,2.2968734619042466
2023,13,1.4664,0.5430044198715145
2023,14,-0.11749999999999997,1.4274126943529681
2023,15,-0.9024000000000001,2.637395457643772
2023,16,0.34500000000000003,1.2554977100735787
2023,17,0.16380000000000003,1.1710088385661312
2023,18,-0.8256,1.0153392536487496
2023,19,0.24300000000000005,1.2569007518495643
2023,20,0.48319999999999996,1.615554455906702
2023,21,-0.17399999999999993,1.3881738003578659
2023,22,1.1724999999999999,0.9771037133624386
2023,23,0.38899999999999996,2.1170713261484604
2023,24,0.253,1.3866836337102995
2023,25,-1.6872500000000001,1.821064226398033
2023,26,0.5566,0.8250819959252534
2023,27,0.11274999999999998,0.6856113451997908
2023,28,0.10620000000000003,1.6076262625374096
2023,29,-0.11559999999999997,1.4795392188110459
2023,30,2.4712000000000005,3.693137785136103
2023,31,-0.616,1.2240292071678682
2023,32,0.38320000000000004,1.5258090313010997
2023,33,-0.7736000000000001,1.4255480700418348
2023,34,-0.2531999999999999,2.912001837224695
2023,35,0.006999999999999962,1.3862341072127753
2023,36,-1.383,0.9038311051665939
2023,37,-0.3,0.5086349378483551
2023,38,-1.0194,0.42316403438855715
2023,39,-0.6096,1.413342598240073
2023,40,-0.4478,1.1303825458666636
2023,41,-0.23899999999999988,2.550076861586725
2023,42,-0.529,0.9268392525136169
2023,43,-0.030799999999999994,1.412617499537649
2023,44,1.6545999999999998,0.4531570367985033
2023,45,0.16860000000000003,1.1469717956427699
2023,46,1.1456,1.8337328867640454
2023,47,1.42425,2.1696146163163017
2023,48,1.2366,1.274662229769126
2023,49,0.9166000000000001,1.3331154488640509
2023,50,1.5556,1.1215178554084637
2023,51,-0.2862,1.1723104111113234
2023,52,0.022499999999999992,0.6686137400123732
2024,00,-1.113,2.5396385569604187
2024,01,-2.6056,3.2997270038595614
2024,02,-0.20074999999999993,5.293253339550891
2024,03,-0.8674,3.0093906027632906
2024,04,0.40980000000000005,2.867180618656593
2024,05,-0.010400000000000008,1.3039307113493415
2024,06,-0.5068,1.2062083982463396
2024,07,-0.377,0.3614083562952024
2024,08,-0.06899999999999995,1.854820341704285
2024,09,-0.14539999999999997,1.2330137063309556
2024,10,-1.6461999999999999,2.001545452893838
2024,11,0.697,1.8764017426979755
2024,12,0.557,1.8882515722223032
2024,13,-1.04,0.7051471477642096
2024,14,-1.5284,0.6806568886010043
2024,15,0.0358,0.9719756684197398
2024,16,-0.2972,1.6469013935266434
2024,17,1.4971999999999999,3.0400631078975975
2024,18,-0.1348,1.4296757324652327
2024,19,0.7272000000000001,1.9974790862484644
2024,20,-1.0966,3.7169053391228566
2024,21,0.454,1.9527850197431702
2024,22,1.3952,1.7268302464341998
2024,23,-1.399,0.8966643742225963
2024,24,-0.09449999999999995,1.2354687369577588
2024,25,0.6239999999999999,1.870901253407031
2024,26,0.39349999999999996,1.5199211602360607
2024,27,-0.2716,0.8252692287974877
2024,28,-0.267,2.4737856616934297
2024,29,0.8252,2.9194784123195703
2024,30,-1.8288,3.607073148689946
2024,31,-0.22380000000000005,2.0933274230277497
2024,32,1.4278,2.6928688605277458
2024,33,-0.5462,2.1521981089109805
2024,34,-0.13580000000000003,1.0093637599993375
2024,35,-2.35125,3.7231824536723064
2024,36,-0.07860000000000004,2.7052407101771925
2024,37,-0.4464,0.589310868727194
2024,38,0.40440000000000004,1.7404731540589757
2024,39,-0.14800000000000005,2.3154697147663152
2024,40,-0.4950000000000001,2.440439816918254
2024,41,0.53,1.4490826408455797
2024,42,0.015599999999999992,1.8841950005240964
2024,43,-0.020600000000000042,2.903948312212185
2024,44,-0.35940000000000005,2.2227722105514993
2024,45,-1.5484,1.9000198156861419
2024,46,1.2857999999999998,2.254412606423234
2024,47,1.02675,1.8068752723970738
2024,48,-0.18519999999999998,1.5707299895271625
2024,49,1.9722000000000002,1.4644257236200136
2024,50,0.8986000000000001,1.3153223179129898
2024,51,0.47225,0.3557005997558434
2024,52,-2.307,0.0
