Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Return,Short_MA,Long_MA
,,,,,,,BA,BA,BA,BA,BA,,,
2020-04-07,2020,4,7,Tuesday,14,2020-14,162.0,164.8,140.26,141.58,56699100,-0.04832965137406531,135.54,241.0764
2020-04-08,2020,4,8,Wednesday,14,2020-14,147.51,154.0,144.55,146.87,41351000,0.037363986563902385,139.05142857142857,237.72
2020-04-09,2020,4,9,Thursday,14,2020-14,154.71,157.98,150.09,151.84,37874200,0.03383945929008547,143.1107142857143,234.35440000000003
2020-04-13,2020,4,13,Monday,15,2020-15,155.5,156.0,146.26,147.33,26034100,-0.029702282768762855,146.09,230.8732
2020-04-14,2020,4,14,Tuesday,15,2020-15,150.51,152.4,140.0,141.0,33970500,-0.042964784852941085,147.04142857142855,227.36540000000002
2020-04-15,2020,4,15,Wednesday,15,2020-15,139.0,148.69,132.9,145.98,39297600,0.03531911863502879,146.13071428571428,224.00240000000002
2020-04-16,2020,4,16,Thursday,15,2020-15,141.46,143.24,134.0,134.24,41364800,-0.08042191106983476,142.82285714285715,220.36599999999999
2020-04-17,2020,4,17,Friday,15,2020-15,149.41,154.0,145.0,154.0,52389400,0.14719899953998583,142.25142857142856,216.894
2020-04-20,2020,4,20,Monday,16,2020-16,147.21,151.63,142.5,143.61,34983800,-0.06746752850421067,141.63214285714287,212.97799999999998
2020-04-21,2020,4,21,Tuesday,16,2020-16,139.01,141.9,135.45,136.33,27043800,-0.05069283997184337,140.71714285714285,209.00940000000003
2020-04-22,2020,4,22,Wednesday,16,2020-16,140.42,140.82,134.52,134.97,22734500,-0.009975798372224287,141.02214285714285,204.8562
2020-04-23,2020,4,23,Thursday,16,2020-16,136.5,142.38,136.05,137.74,25936400,0.020523110672062694,142.0557142857143,200.7634
2020-04-24,2020,4,24,Friday,16,2020-16,137.0,137.57,128.33,128.98,35884700,-0.06359815170807259,142.37428571428572,196.435
2020-04-27,2020,4,27,Monday,17,2020-17,129.97,131.2,123.83,128.68,34563000,-0.002325965744265912,140.93928571428572,192.15219999999997
2020-04-28,2020,4,28,Tuesday,17,2020-17,133.88,137.2,127.74,131.3,37806900,0.020360666188238508,140.205,187.9684
2020-04-29,2020,4,29,Wednesday,17,2020-17,138.08,147.18,135.25,139.0,60454400,0.058644301365376794,139.64285714285714,183.97080000000003
2020-04-30,2020,4,30,Thursday,17,2020-17,137.67,144.65,132.31,141.02,37876600,0.014532404837848567,138.87,180.0252
2020-05-01,2020,5,1,Friday,17,2020-17,143.23,143.71,132.84,133.37,36613100,-0.05424768772870736,137.87285714285716,175.967
2020-05-04,2020,5,4,Monday,18,2020-18,127.12,131.5,124.35,131.46,30708900,-0.01432097528114984,137.1914285714286,171.98860000000002
2020-05-05,2020,5,5,Tuesday,18,2020-18,132.88,133.8,125.0,125.4,30621000,-0.04609770940586022,135.7214285714286,168.1386
2020-05-06,2020,5,6,Wednesday,18,2020-18,125.8,126.86,121.37,121.86,29627700,-0.028229672029125075,134.83714285714288,164.493
2020-05-07,2020,5,7,Thursday,18,2020-18,122.81,130.71,122.36,128.65,29525000,0.05571962294538202,133.02642857142857,160.95420000000001
2020-05-08,2020,5,8,Friday,18,2020-18,132.57,135.55,131.56,133.44,22695700,0.03723287036279266,132.3,157.86780000000002
2020-05-11,2020,5,11,Monday,19,2020-19,130.92,131.0,127.95,128.91,20055400,-0.03394783195755713,131.77,154.9438
2020-05-12,2020,5,12,Tuesday,19,2020-19,129.72,133.12,125.2,125.22,22579000,-0.028624639954849762,131.07357142857146,151.6628
2020-05-13,2020,5,13,Wednesday,19,2020-19,125.0,125.07,119.33,121.5,26002000,-0.02970772388147913,129.91357142857143,148.4804
2020-05-14,2020,5,14,Thursday,19,2020-19,118.98,122.61,113.89,122.52,37499200,0.008395034099311971,129.45214285714286,145.2684
2020-05-15,2020,5,15,Friday,19,2020-19,118.33,121.89,117.78,120.0,26756800,-0.020568043683577897,128.83214285714286,142.461
2020-05-18,2020,5,18,Monday,20,2020-20,126.18,136.2,125.8,135.44,43781800,0.1286666870117188,129.12785714285715,139.9232
2020-05-19,2020,5,19,Tuesday,20,2020-20,137.0,137.04,130.28,130.44,32373000,-0.03691671522350337,128.51642857142858,137.98860000000002
2020-05-20,2020,5,20,Wednesday,20,2020-20,133.27,135.45,131.31,133.32,21835500,0.022079153855476097,127.96642857142857,136.0348
2020-05-21,2020,5,21,Thursday,20,2020-20,137.0,144.24,136.15,139.0,48263900,0.042604203148355335,128.3685714285714,135.0332
2020-05-22,2020,5,22,Friday,20,2020-20,141.01,141.08,135.78,137.53,21098800,-0.010575548350382213,128.80214285714285,134.687
2020-05-26,2020,5,26,Tuesday,21,2020-21,145.21,145.91,142.61,144.73,30338300,0.05235219233729849,130.18285714285713,134.1776
2020-05-27,2020,5,27,Wednesday,21,2020-21,149.14,149.65,141.24,149.52,32799900,0.033096170015366244,132.1585714285714,134.57580000000002
2020-05-28,2020,5,28,Thursday,21,2020-21,156.1,156.7,149.05,149.82,34734300,0.00200644089877855,133.6707142857143,135.0894
2020-05-29,2020,5,29,Friday,21,2020-21,145.3,152.0,142.94,145.85,33853900,-0.02649847167682906,134.55714285714285,135.9686
2020-06-01,2020,6,1,Monday,22,2020-22,145.45,153.55,144.55,151.39,27127300,0.03798418275142801,136.16285714285712,137.04219999999998
2020-06-02,2020,6,2,Tuesday,22,2020-22,154.0,155.85,151.81,153.31,24780500,0.012682463681128686,138.16928571428573,138.2082
2020-06-03,2020,6,3,Wednesday,22,2020-22,157.1,173.78,155.49,173.16,66486400,0.12947626651633803,141.8592857142857,139.559
