Close,High,Low,Open,Volume,Return,Date,Week_Number,Year,Day,Weekday,mean_return,volatility,label
131.3000031,137.1999969,127.7399979,133.8800049,37806900,2.036,4/28/20,17,2020,28,Tuesday,0.739,4.104793235,green
139,147.1799927,135.25,138.0800018,60454400,5.864,4/29/20,17,2020,29,Wednesday,0.739,4.104793235,green
141.0200043,144.6499939,132.3099976,137.6699982,37876600,1.453,4/30/20,17,2020,30,Thursday,0.739,4.104793235,green
133.3699951,143.7100067,132.8399963,143.2299957,36613100,-5.425,5/1/20,17,2020,1,Friday,0.739,4.104793235,green
131.4600067,131.5,124.3499985,127.1200027,30708900,-1.432,5/4/20,18,2020,4,Monday,0.086,4.362997421,green
125.4000015,133.8000031,125,132.8800049,30621000,-4.61,5/5/20,18,2020,5,Tuesday,0.086,4.362997421,green
121.8600006,126.8600006,121.3700027,125.8000031,29627700,-2.823,5/6/20,18,2020,6,Wednesday,0.086,4.362997421,green
128.6499939,130.7100067,122.3600006,122.8099976,29525000,5.572,5/7/20,18,2020,7,Thursday,0.086,4.362997421,green
133.4400024,135.5500031,131.5599976,132.5700073,22695700,3.723,5/8/20,18,2020,8,Friday,0.086,4.362997421,green
128.9100037,131,127.9499969,130.9199982,20055400,-3.395,5/11/20,19,2020,11,Monday,-2.089,1.707421594,red
125.2200012,133.1199951,125.1999969,129.7200012,22579000,-2.862,5/12/20,19,2020,12,Tuesday,-2.089,1.707421594,red
121.5,125.0699997,119.3300018,125,26002000,-2.971,5/13/20,19,2020,13,Wednesday,-2.089,1.707421594,red
122.5199966,122.6100006,113.8899994,118.9800034,37499200,0.84,5/14/20,19,2020,14,Thursday,-2.089,1.707421594,red
120,121.8899994,117.7799988,118.3300018,26756800,-2.057,5/15/20,19,2020,15,Friday,-2.089,1.707421594,red
135.4400024,136.1999969,125.8000031,126.1800003,43781800,12.867,5/18/20,20,2020,18,Monday,2.917,6.340117034,green
130.4400024,137.0399933,130.2799988,137,32373000,-3.692,5/19/20,20,2020,19,Tuesday,2.917,6.340117034,green
133.3200073,135.4499969,131.3099976,133.2700043,21835500,2.208,5/20/20,20,2020,20,Wednesday,2.917,6.340117034,green
139,144.2400055,136.1499939,137,48263900,4.26,5/21/20,20,2020,21,Thursday,2.917,6.340117034,green
137.5299988,141.0800018,135.7799988,141.0099945,21098800,-1.058,5/22/20,20,2020,22,Friday,2.917,6.340117034,green
144.7299957,145.9100037,142.6100006,145.2100067,30338300,5.235,5/26/20,21,2020,26,Tuesday,1.524,3.470538959,green
149.5200043,149.6499939,141.2400055,149.1399994,32799900,3.31,5/27/20,21,2020,27,Wednesday,1.524,3.470538959,green
149.8200073,156.6999969,149.0500031,156.1000061,34734300,0.201,5/28/20,21,2020,28,Thursday,1.524,3.470538959,green
145.8500061,152,142.9400024,145.3000031,33853900,-2.65,5/29/20,21,2020,29,Friday,1.524,3.470538959,green
151.3899994,153.5500031,144.5500031,145.4499969,27127300,3.798,6/1/20,22,2020,1,Monday,7.1824,4.964340268,green
153.3099976,155.8500061,151.8099976,154,24780500,1.268,6/2/20,22,2020,2,Tuesday,7.1824,4.964340268,green
173.1600037,173.7799988,155.4900055,157.1000061,66486400,12.948,6/3/20,22,2020,3,Wednesday,7.1824,4.964340268,green
184.3000031,188.6000061,177.3999939,181.2799988,67155600,6.433,6/4/20,22,2020,4,Thursday,7.1824,4.964340268,green
205.4299927,218.7899933,197.3600006,205,99846000,11.465,6/5/20,22,2020,5,Friday,7.1824,4.964340268,green
230.5,234.1999969,218.9299927,222.9400024,80902800,12.204,6/8/20,23,2020,8,Monday,-0.973,12.44132802,red
216.7400055,227,213.0800018,222.1399994,66688700,-5.97,6/9/20,23,2020,9,Tuesday,-0.973,12.44132802,red
203.4100037,213.0299988,197.3999939,211.1699982,90384900,-6.15,6/10/20,23,2020,10,Wednesday,-0.973,12.44132802,red
170,192.1799927,166.0099945,179.3500061,103212800,-16.425,6/11/20,23,2020,11,Thursday,-0.973,12.44132802,red
189.5099945,191.3000031,176.2599945,187.1499939,89550100,11.476,6/12/20,23,2020,12,Friday,-0.973,12.44132802,red
190.9400024,193.2299957,175.8899994,177.1799927,78612900,0.755,6/15/20,24,2020,15,Monday,-0.2366,2.62705982,green
197.7700043,208.3000031,192.6000061,207.1499939,76496900,3.577,6/16/20,24,2020,16,Tuesday,-0.2366,2.62705982,green
192.5399933,196.4299927,191.25,194.5200043,53085400,-2.644,6/17/20,24,2020,17,Wednesday,-0.2366,2.62705982,green
192.2899933,198.0299988,187.1999969,188.2400055,60849900,-0.13,6/18/20,24,2020,18,Thursday,-0.2366,2.62705982,green
187.0200043,197.9600067,184.5700073,197.8999939,67262100,-2.741,6/19/20,24,2020,19,Friday,-0.2366,2.62705982,green
188.5200043,188.6999969,181.8999939,184.5599976,53901500,0.802,6/22/20,25,2020,22,Monday,-1.8604,2.63303158,red
187.8800049,190.1199951,183.5500031,189.3000031,50281300,-0.339,6/23/20,25,2020,23,Tuesday,-1.8604,2.63303158,red
176.6900024,185.1999969,176.0700073,183.6100006,56534800,-5.956,6/24/20,25,2020,24,Wednesday,-1.8604,2.63303158,red
174.8800049,177.5,169.5899963,169.8699951,57335700,-1.024,6/25/20,25,2020,25,Thursday,-1.8604,2.63303158,red
170.0099945,173.8500061,167.6000061,173.4199982,50644400,-2.785,6/26/20,25,2020,26,Friday,-1.8604,2.63303158,red
194.4900055,194.5,176.2700043,181,78499900,14.399,6/29/20,26,2020,29,Monday,1.82275,8.753435645,green
183.3000031,188.4900055,180.3800049,188.0200043,65493100,-5.754,6/30/20,26,2020,30,Tuesday,1.82275,8.753435645,green
180.3200073,190.6100006,180.0399933,185.8800049,49036700,-1.626,7/1/20,26,2020,1,Wednesday,1.82275,8.753435645,green
180.8099976,187.7899933,180.4299927,185.5800018,41792300,0.272,7/2/20,26,2020,2,Thursday,1.82275,8.753435645,green
187.9100037,189.3600006,181.6000061,184.5200043,49471700,3.927,7/6/20,27,2020,6,Monday,-0.201,3.933327154,green
178.8800049,185.0700073,178.6499939,185.0700073,37105300,-4.805,7/7/20,27,2020,7,Tuesday,-0.201,3.933327154,green
180.0800018,181.5800018,175.5099945,179.0500031,38116200,0.671,7/8/20,27,2020,8,Wednesday,-0.201,3.933327154,green
173.2799988,180.75,172.8099976,179.6699982,33514500,-3.776,7/9/20,27,2020,9,Thursday,-0.201,3.933327154,green
178.4400024,179.3300018,169.75,171.6999969,40955600,2.978,7/10/20,27,2020,10,Friday,-0.201,3.933327154,green
175.6499939,183.25,174.3600006,180.1999969,43364700,-1.564,7/13/20,28,2020,13,Monday,-0.2586,3.70319643,green
179.9600067,181.3000031,173.4100037,177,39256200,2.454,7/14/20,28,2020,14,Tuesday,-0.2586,3.70319643,green
187.9400024,189.5299988,181.25,185.5399933,48044800,4.434,7/15/20,28,2020,15,Wednesday,-0.2586,3.70319643,green
178.6999969,184.5899963,177.3399963,184.3200073,35050000,-4.916,7/16/20,28,2020,16,Thursday,-0.2586,3.70319643,green
175.6600037,181.1000061,175.5500031,178.4100037,26170500,-1.701,7/17/20,28,2020,17,Friday,-0.2586,3.70319643,green
174.4199982,176.5700073,171.6199951,175.1300049,25294300,-0.706,7/20/20,29,2020,20,Monday,-0.2052,1.754585906,green
178.6300049,182.6499939,176.75,178.4299927,40740500,2.414,7/21/20,29,2020,21,Tuesday,-0.2052,1.754585906,green
179.7899933,182.9499969,175.3899994,176.4299927,29790300,0.649,7/22/20,29,2020,22,Wednesday,-0.2052,1.754585906,green
176.4499969,182.5,175.4199982,178,29587200,-1.858,7/23/20,29,2020,23,Thursday,-0.2052,1.754585906,green
173.7599945,181.1000061,173.6000061,175.6799927,28548000,-1.525,7/24/20,29,2020,24,Friday,-0.2052,1.754585906,green
170.2100067,174.1399994,169,173.1900024,30243800,-2.043,7/27/20,30,2020,27,Monday,-1.877,1.286338797,red
170.8399963,173.7400055,168.2299957,168.5,25349100,0.37,7/28/20,30,2020,28,Tuesday,-1.877,1.286338797,red
166.0099945,173.0099945,162.25,172.8999939,51709600,-2.827,7/29/20,30,2020,29,Wednesday,-1.877,1.286338797,red
161.9499969,164.5500031,160.6399994,162.8800049,29140000,-2.446,7/30/20,30,2020,30,Thursday,-1.877,1.286338797,red
158,163.3999939,156.2599945,161.5500031,30263100,-2.439,7/31/20,30,2020,31,Friday,-1.877,1.286338797,red
162.2700043,163.5800018,153.4100037,156.5099945,38520500,2.703,8/3/20,31,2020,3,Monday,1.5098,2.873980289,green
165.0700073,167.3999939,163.0099945,164.6300049,30853500,1.726,8/4/20,31,2020,4,Tuesday,1.5098,2.873980289,green
174.2799988,174.9799957,166.3999939,167.6000061,46189200,5.579,8/5/20,31,2020,5,Wednesday,1.5098,2.873980289,green
172.1999969,175.5700073,170.6000061,172.8000031,32921600,-1.193,8/6/20,31,2020,6,Thursday,1.5098,2.873980289,green
170.0200043,171.8600006,168.6999969,171.5,19318000,-1.266,8/7/20,31,2020,7,Friday,1.5098,2.873980289,green
179.4100037,179.7899933,171.3300018,171.3600006,35857700,5.523,8/10/20,32,2020,10,Monday,0.9664,3.025492324,green
180.1300049,189.9700012,179.5299988,184.5099945,61036600,0.401,8/11/20,32,2020,11,Tuesday,0.9664,3.025492324,green
175.4400024,184.1499939,173.1900024,184.0099945,40674400,-2.604,8/12/20,32,2020,12,Wednesday,0.9664,3.025492324,green
174.7299957,179.4700012,172.4299927,173.6199951,22958800,-0.405,8/13/20,32,2020,13,Thursday,0.9664,3.025492324,green
178.0800018,179.4700012,172.3500061,173.0899963,32414100,1.917,8/14/20,32,2020,14,Friday,0.9664,3.025492324,green
172.0099945,178.2899933,171.4100037,178.2400055,23352100,-3.409,8/17/20,33,2020,17,Monday,-1.2104,1.343900964,red
170.2299957,173.2400055,169.0099945,172.0099945,21488500,-1.035,8/18/20,33,2020,18,Tuesday,-1.2104,1.343900964,red
169.2700043,174.1000061,169.0899963,170.4400024,25601500,-0.564,8/19/20,33,2020,19,Wednesday,-1.2104,1.343900964,red
169.5800018,170.8399963,165.8600006,168.5399933,23213400,0.183,8/20/20,33,2020,20,Thursday,-1.2104,1.343900964,red
167.5,170.0800018,167.2700043,168.3500061,16945900,-1.227,8/21/20,33,2020,21,Friday,-1.2104,1.343900964,red
178.2700043,178.2700043,167.9299927,168.7799988,39317100,6.43,8/24/20,34,2020,24,Monday,1.016,3.368426339,green
174.7299957,180.6300049,172.4400024,180.4600067,31318500,-1.986,8/25/20,34,2020,25,Tuesday,1.016,3.368426339,green
171.8999939,174.4299927,171.3500061,173.8000031,16189800,-1.62,8/26/20,34,2020,26,Wednesday,1.016,3.368426339,green
174.1999969,181.3099976,173.5599976,174.7100067,29548100,1.338,8/27/20,34,2020,27,Thursday,1.016,3.368426339,green
175.8000031,177.2799988,172.5700073,175.1100006,20383900,0.918,8/28/20,34,2020,28,Friday,1.016,3.368426339,green
171.8200073,175.2700043,171.6999969,174.6499939,16264300,-2.264,8/31/20,35,2020,31,Monday,-0.5264,2.22727138,green
172.1000061,175.4900055,169.25,170.7100067,18977300,0.163,9/1/20,35,2020,1,Tuesday,-0.5264,2.22727138,green
174.7799988,175,171.4499969,172.7400055,16552100,1.557,9/2/20,35,2020,2,Wednesday,-0.5264,2.22727138,green
168.7700043,180.8500061,168.1199951,175,27799400,-3.439,9/3/20,35,2020,3,Thursday,-0.5264,2.22727138,green
171.0500031,172.8300018,164,171.3099976,18867300,1.351,9/4/20,35,2020,4,Friday,-0.5264,2.22727138,green
161.0800018,166.8999939,160.5,165.8000031,22622700,-5.829,9/8/20,36,2020,8,Tuesday,-1.5815,3.177875234,red
160.7799988,163.0599976,157,161.6100006,21951400,-0.186,9/9/20,36,2020,9,Wednesday,-1.5815,3.177875234,red
157.6900024,163.7799988,157.5700073,160.9600067,14532600,-1.922,9/10/20,36,2020,10,Thursday,-1.5815,3.177875234,red
160.2299957,161.3600006,156.3200073,158,14722400,1.611,9/11/20,36,2020,11,Friday,-1.5815,3.177875234,red
165.3500061,165.9400024,158.8999939,161.75,17228400,3.195,9/14/20,37,2020,14,Monday,0.1452,2.820096576,green
163.4900055,168.8399963,163.3300018,166.6499939,14881700,-1.125,9/15/20,37,2020,15,Tuesday,0.1452,2.820096576,green
167.4600067,170.5700073,160.3099976,161.9499969,21851400,2.428,9/16/20,37,2020,16,Wednesday,0.1452,2.820096576,green
167.5299988,168.4600067,161.0500031,164.6300049,19717800,0.042,9/17/20,37,2020,17,Thursday,0.1452,2.820096576,green
161.1399994,169.7200012,161.0200043,165.6600037,22057100,-3.814,9/18/20,37,2020,18,Friday,0.1452,2.820096576,green
156.3500061,158.8300018,154.1999969,157.8300018,23125300,-2.973,9/21/20,38,2020,21,Monday,-0.5658,4.426296951,green
156.8000031,160.0700073,154.9499969,156.8099976,17768900,0.288,9/22/20,38,2020,22,Tuesday,-0.5658,4.426296951,green
151.1799927,160.4199982,150.8899994,157.3300018,18247500,-3.584,9/23/20,38,2020,23,Wednesday,-0.5658,4.426296951,green
146.0500031,150.3099976,145.0200043,150.2899933,27098100,-3.393,9/24/20,38,2020,24,Thursday,-0.5658,4.426296951,green
156.0299988,156.3099976,146.4199982,146.8500061,29123000,6.833,9/25/20,38,2020,25,Friday,-0.5658,4.426296951,green
166.0800018,168,159.1999969,160.3300018,38868200,6.441,9/28/20,39,2020,28,Monday,1.5334,2.978282525,green
163.6000061,165.5,162.0099945,164.7700043,19874700,-1.493,9/29/20,39,2020,29,Tuesday,1.5334,2.978282525,green
165.2599945,170.9799957,164.1100006,164.5,38436700,1.015,9/30/20,39,2020,30,Wednesday,1.5334,2.978282525,green
167.8600006,172.7599945,165.5700073,170.1499939,30677100,1.573,10/1/20,39,2020,1,Thursday,1.5334,2.978282525,green
168.0800018,169.7799988,161.8000031,161.8600006,31773800,0.131,10/2/20,39,2020,2,Friday,1.5334,2.978282525,green
171.1999969,172.0800018,167.5099945,169.4900055,19082100,1.856,10/5/20,40,2020,5,Monday,-0.0234,4.010301896,green
159.5399933,175.5599976,159.3300018,173.0399933,47132500,-6.811,10/6/20,40,2020,6,Tuesday,-0.0234,4.010301896,green
164.6100006,166.3399963,162.3800049,163.7100067,26019100,3.178,10/7/20,40,2020,7,Wednesday,-0.0234,4.010301896,green
168,168.0899963,163.5399933,166.2200012,20598600,2.059,10/8/20,40,2020,8,Thursday,-0.0234,4.010301896,green
167.3300018,170,166.8200073,169.9299927,17406000,-0.399,10/9/20,40,2020,9,Friday,-0.0234,4.010301896,green
167.3500061,169.1999969,165.9499969,167.75,12176600,0.012,10/12/20,41,2020,12,Monday,0.0168,1.878309799,green
162.1399994,165.5299988,162.0899963,165.3600006,15182600,-3.113,10/13/20,41,2020,13,Tuesday,0.0168,1.878309799,green
163.2400055,165.1699982,162.4900055,162.6999969,10505500,0.678,10/14/20,41,2020,14,Wednesday,0.0168,1.878309799,green
164.2400055,164.5399933,158.7299957,161.0099945,13226800,0.613,10/15/20,41,2020,15,Thursday,0.0168,1.878309799,green
167.3500061,173.4199982,167.2700043,171.2200012,31780600,1.894,10/16/20,41,2020,16,Friday,0.0168,1.878309799,green
167.1100006,170.8399963,166.1100006,169.0899963,16519600,-0.143,10/19/20,42,2020,19,Monday,0.0166,1.952185775,green
167.2400055,169.2899933,166.1799927,168.2899933,12319900,0.078,10/20/20,42,2020,20,Tuesday,0.0166,1.952185775,green
163.8600006,167.6300049,163.8200073,166.4400024,11450600,-2.021,10/21/20,42,2020,21,Wednesday,0.0166,1.952185775,green
169.0700073,169.6300049,164.1000061,164.6999969,14238200,3.18,10/22/20,42,2020,22,Thursday,0.0166,1.952185775,green
167.3600006,170.2599945,166.0500031,169.9900055,10024200,-1.011,10/23/20,42,2020,23,Friday,0.0166,1.952185775,green
160.8300018,165.5,159.0500031,164.9499969,16151100,-3.902,10/26/20,43,2020,26,Monday,-2.8962,1.817751688,red
155.2400055,160.25,155,159.1600037,15491900,-3.476,10/27/20,43,2020,27,Tuesday,-2.8962,1.817751688,red
148.1399994,153.9499969,148,153,20279800,-4.574,10/28/20,43,2020,28,Wednesday,-2.8962,1.817751688,red
148.2899933,150.1000061,146.6000061,148.0299988,14554300,0.101,10/29/20,43,2020,29,Thursday,-2.8962,1.817751688,red
144.3899994,149.1699982,141.5800018,147.1999969,15374700,-2.63,10/30/20,43,2020,30,Friday,-2.8962,1.817751688,red
148.6000061,149.5899963,143.3800049,145.75,13854600,2.916,11/2/20,44,2020,2,Monday,1.8028,2.160257091,green
153.6499939,154.8200073,150.6399994,151.8300018,12249800,3.398,11/3/20,44,2020,3,Tuesday,1.8028,2.160257091,green
151.6300049,155.3999939,151.1699982,153.1699982,11344700,-1.315,11/4/20,44,2020,4,Wednesday,1.8028,2.160257091,green
157.0899963,157.6300049,152.1000061,152.4799957,12328300,3.601,11/5/20,44,2020,5,Thursday,1.8028,2.160257091,green
157.7400055,158.4700012,154.5200043,156.3300018,8995600,0.414,11/6/20,44,2020,6,Friday,1.8028,2.160257091,green
179.3600006,184.4600067,172.1600037,179,49014400,13.706,11/9/20,45,2020,9,Monday,3.668,7.125767994,green
188.6900024,193.9499969,180.3800049,182.8000031,46404300,5.202,11/10/20,45,2020,10,Tuesday,3.668,7.125767994,green
182.1499939,190,180.4100037,189.8899994,29907800,-3.466,11/11/20,45,2020,11,Wednesday,3.668,7.125767994,green
176.7200012,184.5899963,176.25,178.9499969,20288400,-2.981,11/12/20,45,2020,12,Thursday,3.668,7.125767994,green
187.1100006,187.2700043,178.7100067,179,19724500,5.879,11/13/20,45,2020,13,Friday,3.668,7.125767994,green
202.3999939,202.9400024,191.3500061,194.5599976,40562800,8.172,11/16/20,46,2020,16,Monday,1.3924,4.788549133,green
210.0500031,211.1999969,196.0500031,200.25,38299300,3.78,11/17/20,46,2020,17,Tuesday,1.3924,4.788549133,green
