Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Return,Short_MA,Long_MA
,,,,,,,SPY,SPY,SPY,SPY,SPY,,,
2020-05-05,2020,5,5,Tuesday,18,2020-18,265.73,268.15,263.01,265.31,79569900,0.00923954343490907,262.91857142857145,253.07899999999998
2020-05-06,2020,5,6,Wednesday,18,2020-18,267.02,267.41,263.07,263.51,73632600,-0.006778969298518067,263.25928571428574,252.5864
2020-05-07,2020,5,7,Thursday,18,2020-18,266.76,268.64,266.18,266.69,75250400,0.012067215165567635,263.32785714285717,252.17860000000002
2020-05-08,2020,5,8,Friday,18,2020-18,269.85,271.58,268.71,271.1,76452400,0.016546104407698214,264.0464285714286,252.1168
2020-05-11,2020,5,11,Monday,19,2020-19,269.16,272.55,268.73,271.16,79514200,0.0002053242468349481,265.335,252.07920000000001
2020-05-12,2020,5,12,Tuesday,19,2020-19,272.35,272.77,265.62,265.75,95870800,-0.019931946283617497,265.8357142857143,251.697
2020-05-13,2020,5,13,Wednesday,19,2020-19,265.19,266.24,258.61,261.05,144721100,-0.01768556464733595,266.0021428571428,251.38379999999998
2020-05-14,2020,5,14,Thursday,19,2020-19,258.6,264.31,253.07,264.18,121977900,0.011967190002784678,266.13500000000005,250.90060000000003
2020-05-15,2020,5,15,Friday,19,2020-19,261.77,265.44,260.81,265.39,111146300,0.004596843653946081,266.0835714285714,250.63340000000005
2020-05-18,2020,5,18,Monday,20,2020-20,271.67,275.1,271.34,273.48,119703800,0.03045966801147837,266.6978571428571,250.6202
2020-05-19,2020,5,19,Tuesday,20,2020-20,272.87,274.6,270.65,270.67,95189300,-0.010270972631793218,266.6157142857143,250.9788
2020-05-20,2020,5,20,Wednesday,20,2020-20,274.24,276.14,274.0,275.27,85861700,0.016987714721216518,267.04285714285714,251.168
2020-05-21,2020,5,21,Thursday,20,2020-20,275.14,275.95,272.26,273.37,78293900,-0.006903623443317186,267.8435714285714,251.5782
2020-05-22,2020,5,22,Friday,20,2020-20,273.08,274.06,271.83,273.88,63958200,0.0018989395745370174,268.6292857142857,252.4826
2020-05-26,2020,5,26,Tuesday,21,2020-21,279.9,280.14,273.9,277.26,88951400,0.012320715669852378,269.48285714285714,253.0636
2020-05-27,2020,5,27,Wednesday,21,2020-21,280.08,281.42,275.21,281.38,104817400,0.014878679260754923,270.75928571428574,254.27020000000002
2020-05-28,2020,5,28,Thursday,21,2020-21,282.42,284.45,280.19,280.86,90405200,-0.0018446072406257397,271.7714285714286,255.2276
2020-05-29,2020,5,29,Friday,21,2020-21,280.39,282.71,277.62,282.12,119090800,0.004455970157929867,272.55857142857144,256.4462
2020-06-01,2020,6,1,Monday,22,2020-22,281.47,283.87,280.95,283.26,55758300,0.004041476817352896,273.42285714285714,257.6782
2020-06-02,2020,6,2,Tuesday,22,2020-22,284.18,285.65,282.84,285.6,74267200,0.00828033149768892,274.8407142857143,259.148
2020-06-03,2020,6,3,Wednesday,22,2020-22,287.6,290.37,287.33,289.4,92567600,0.013308066048270062,276.8657142857143,260.80240000000003
2020-06-04,2020,6,4,Thursday,22,2020-22,288.41,290.16,286.53,288.64,75794400,-0.0026268683787199487,278.61285714285714,262.067
2020-06-05,2020,6,5,Friday,22,2020-22,294.08,297.83,294.02,296.04,150524700,0.025629598898061934,280.8021428571429,263.4122
2020-06-08,2020,6,8,Monday,23,2020-23,296.86,299.81,296.31,299.62,73641200,0.012087431209542032,282.6692857142857,264.5618
2020-06-09,2020,6,9,Tuesday,23,2020-23,296.93,299.69,296.06,297.38,77479200,-0.007456881611577093,284.57714285714286,265.81080000000003
2020-06-10,2020,6,10,Wednesday,23,2020-23,297.97,298.87,295.0,295.73,95000800,-0.005579751044157311,286.0385714285714,266.87420000000003
2020-06-11,2020,6,11,Thursday,23,2020-23,288.74,289.38,278.12,278.68,209243600,-0.057648931764635036,286.41785714285714,267.66900000000004
2020-06-12,2020,6,12,Friday,23,2020-23,285.75,286.53,276.81,282.01,194678900,0.011975658394010269,286.99857142857144,268.7454
2020-06-15,2020,6,15,Monday,24,2020-24,276.28,285.79,275.09,284.65,135782700,0.009335737678237255,287.5264285714286,269.7692
2020-06-16,2020,6,16,Tuesday,24,2020-24,292.46,292.61,285.22,290.13,137627500,0.019247543774632003,288.15142857142854,270.9702
2020-06-17,2020,6,17,Wednesday,24,2020-24,291.15,291.45,288.18,288.92,83398900,-0.004153953024177981,288.72714285714284,271.8378
2020-06-18,2020,6,18,Thursday,24,2020-24,287.39,289.51,286.93,289.03,80828700,0.0003851127616714134,289.2207142857143,272.7026
2020-06-19,2020,6,19,Friday,24,2020-24,292.53,292.72,285.42,287.38,135549600,-0.005714917416877574,289.515,273.3694
2020-06-22,2020,6,22,Monday,25,2020-25,286.78,289.62,285.62,289.22,74649400,0.006415608911531923,289.7735714285714,273.99580000000003
2020-06-23,2020,6,23,Tuesday,25,2020-25,291.9,292.84,290.15,290.56,68471200,0.004603424691356883,289.8564285714286,274.69599999999997
2020-06-24,2020,6,24,Wednesday,25,2020-25,288.5,289.12,281.29,283.14,132813500,-0.025508879394008144,289.4635714285714,275.0972
2020-06-25,2020,6,25,Thursday,25,2020-25,282.57,286.45,280.53,286.18,89468000,0.010720677142141533,288.75928571428574,275.671
2020-06-26,2020,6,26,Friday,25,2020-25,285.07,285.29,278.8,279.38,127961000,-0.023751484801043832,287.31357142857144,276.0838
2020-06-29,2020,6,29,Monday,26,2020-26,280.65,283.63,278.34,283.49,79773300,0.014697881076232377,286.32142857142856,276.439
2020-06-30,2020,6,30,Tuesday,26,2020-26,283.05,288.83,282.89,287.12,113394800,0.01280919160608196,285.70642857142855,276.9606
2020-07-01,2020,7,1,Wednesday,26,2020-26,288.25,290.41,287.78,289.13,72396500,0.0070049596453527485,286.45285714285717,277.68080000000003
2020-07-02,2020,7,2,Thursday,26,2020-26,292.59,293.95,290.05,290.72,69344200,0.0055067219646876,287.075,278.3204
2020-07-06,2020,7,6,Monday,27,2020-27,294.58,295.8,293.82,295.21,61713800,0.015437398197495344,287.8292857142857,279.0502
2020-07-07,2020,7,7,Tuesday,27,2020-27,293.66,295.65,291.78,292.17,82910000,-0.010313668078293259,287.975,279.6472
2020-07-08,2020,7,8,Wednesday,27,2020-27,292.94,294.51,291.16,294.4,54638600,0.007648345128662415,288.36642857142857,280.21299999999997
2020-07-09,2020,7,9,Thursday,27,2020-27,295.02,295.26,289.28,292.72,83354200,-0.0056927967120724565,288.63,280.7698
2020-07-10,2020,7,10,Friday,27,2020-27,292.66,295.98,291.22,295.71,57550400,0.010210477261804352,289.22499999999997,281.24760000000003
2020-07-13,2020,7,13,Monday,28,2020-28,298.08,300.48,292.49,293.15,102997500,-0.008658662702971887,289.5057142857143,281.7248
2020-07-14,2020,7,14,Tuesday,28,2020-28,291.72,297.73,290.51,296.95,93657000,0.012958920563266085,289.96214285714285,282.4206
2020-07-15,2020,7,15,Wednesday,28,2020-28,300.2,300.79,297.28,299.68,87196500,0.009186960094983432,291.1435714285714,283.1566
2020-07-16,2020,7,16,Thursday,28,2020-28,297.76,299.15,297.11,298.69,54622500,-0.003293304174930012,292.03714285714284,283.8242
2020-07-17,2020,7,17,Friday,28,2020-28,299.71,300.35,297.72,299.56,62774900,0.0028988764848529858,293.4785714285714,284.5452
2020-07-20,2020,7,20,Monday,29,2020-29,299.29,302.73,298.54,301.98,56308800,0.008081534171193505,294.7992857142857,285.251
2020-07-21,2020,7,21,Tuesday,29,2020-29,303.96,304.41,301.63,302.62,57292200,0.002127881902554307,295.9064285714286,285.8814
2020-07-22,2020,7,22,Wednesday,29,2020-29,302.26,304.66,302.15,304.35,57792900,0.0056918165993065095,296.99357142857144,286.5452
2020-07-23,2020,7,23,Thursday,29,2020-29,303.98,304.69,299.34,300.71,75738000,-0.011931673241895147,297.70714285714286,287.2444
2020-07-24,2020,7,24,Friday,29,2020-29,298.84,299.81,297.26,298.78,73766600,-0.006440058811876703,297.96214285714285,287.999
2020-07-27,2020,7,27,Monday,30,2020-30,299.48,301.13,298.67,300.96,48293000,0.007292295369319968,298.59000000000003,288.7346
2020-07-28,2020,7,28,Tuesday,30,2020-30,300.22,301.35,298.75,299.05,57495000,-0.006342296841111095,298.92214285714283,289.4078
2020-07-29,2020,7,29,Wednesday,30,2020-30,299.93,303.29,299.89,302.73,48454200,0.012298782928899854,299.63714285714286,289.9928
2020-07-30,2020,7,30,Thursday,30,2020-30,299.73,302.06,297.62,301.65,61861700,-0.0035680518128624605,300.0614285714286,290.6124
2020-07-31,2020,7,31,Friday,30,2020-30,303.45,304.13,299.2,304.03,84986800,0.007902123619212498,300.8385714285714,291.18760000000003
2020-08-03,2020,8,3,Monday,31,2020-31,305.7,306.92,305.16,306.14,53077900,0.006952232049828977,301.495,291.843
2020-08-04,2020,8,4,Tuesday,31,2020-31,305.28,307.32,305.28,307.32,41917900,0.003862566094409159,302.0407142857143,292.5118
2020-08-05,2020,8,5,Wednesday,31,2020-31,308.64,309.49,308.37,309.23,42697700,0.0062109617860066635,302.7935714285714,293.1512
2020-08-06,2020,8,6,Thursday,31,2020-31,308.65,311.42,308.32,311.3,43679400,0.006684319934692429,303.63214285714287,293.7496
2020-08-07,2020,8,7,Friday,31,2020-31,310.32,311.81,309.41,311.52,57308300,0.0007177938768907488,304.3135714285714,294.36280000000005
2020-08-10,2020,8,10,Monday,32,2020-32,311.98,312.64,310.03,312.46,44282100,0.002989217695651414,305.01642857142855,294.9696
2020-08-11,2020,8,11,Tuesday,32,2020-32,313.65,314.29,309.14,309.88,69601100,-0.008254695788538546,305.4114285714286,295.502
2020-08-12,2020,8,12,Wednesday,32,2020-32,312.33,314.98,312.31,314.2,53774400,0.013942261291586933,306.375,296.07399999999996
2020-08-13,2020,8,13,Thursday,32,2020-32,313.42,314.95,312.7,313.63,41816100,-0.0018077642951982442,307.43571428571425,296.5586
2020-08-14,2020,8,14,Friday,32,2020-32,313.24,314.18,312.5,313.64,47260400,2.987259484266147e-05,308.34142857142854,297.0586
2020-08-17,2020,8,17,Monday,33,2020-33,314.66,315.03,313.65,314.63,35481000,0.003176617170780105,309.4542857142857,297.43039999999996
2020-08-18,2020,8,18,Tuesday,33,2020-33,315.03,315.74,313.42,315.31,38733900,0.00216024703169726,310.3528571428571,297.74420000000003
2020-08-19,2020,8,19,Wednesday,33,2020-33,315.7,316.22,313.43,314.0,68054200,-0.00416368085647556,311.235,298.0766
2020-08-20,2020,8,20,Thursday,33,2020-33,312.26,315.46,312.13,314.98,42207800,0.003113560803266857,312.01714285714286,298.4616
2020-08-21,2020,8,21,Friday,33,2020-33,314.64,316.32,314.3,316.1,55106600,0.0035475457358722373,312.7285714285714,299.21
2020-08-24,2020,8,24,Monday,34,2020-34,318.55,319.37,316.07,319.3,48588700,0.010133102139588068,313.5842857142857,299.95579999999995
2020-08-25,2020,8,25,Tuesday,34,2020-34,319.87,320.5,318.69,320.42,38463400,0.0034993527540259084,314.38357142857143,300.6712
2020-08-26,2020,8,26,Wednesday,34,2020-34,321.01,323.9,320.46,323.63,50790200,0.010025520493780471,315.2642857142857,301.3412
2020-08-27,2020,8,27,Thursday,34,2020-34,324.5,325.8,322.66,324.34,58034100,0.00218649015570227,316.18,302.0496
2020-08-28,2020,8,28,Friday,34,2020-34,325.37,326.56,324.17,326.43,48588900,0.006459347296265072,317.1778571428572,302.7976
2020-08-31,2020,8,31,Monday,35,2020-35,326.22,327.1,325.02,325.25,66099200,-0.003622492322958304,318.27571428571434,303.555
2020-09-01,2020,9,1,Tuesday,35,2020-35,326.09,328.41,325.18,328.31,54908700,0.009418493857289878,319.2835714285714,304.3368
2020-09-02,2020,9,2,Wednesday,35,2020-35,330.24,334.04,329.09,333.06,69540000,0.014464310031432115,320.67142857142863,305.1868
2020-09-03,2020,9,3,Thursday,35,2020-35,331.36,331.83,318.99,321.6,148011100,-0.034414404442691726,321.23999999999995,305.956
2020-09-04,2020,9,4,Friday,35,2020-35,322.29,323.87,311.8,318.97,139156300,-0.008164997398975138,321.55,306.6118
2020-09-08,2020,9,8,Tuesday,36,2020-36,313.52,319.04,309.95,310.26,114465300,-0.027322617155770446,321.18928571428575,307.2294
2020-09-09,2020,9,9,Wednesday,36,2020-36,314.3,318.87,313.42,316.38,91462300,0.019747050395065857,321.35928571428576,307.88719999999995
2020-09-10,2020,9,10,Thursday,36,2020-36,318.27,318.94,309.92,310.89,90569500,-0.017363361109798192,321.0671428571428,308.36260000000004
2020-09-11,2020,9,11,Friday,36,2020-36,312.69,313.76,308.2,311.05,84680200,0.0005090662580262695,320.70642857142855,308.801
2020-09-14,2020,9,14,Monday,37,2020-37,314.24,316.93,311.2,315.15,65605700,0.013171200489773494,320.41,309.2896
2020-09-15,2020,9,15,Tuesday,37,2020-37,317.62,318.46,315.16,316.74,52920900,0.005052431015796666,320.1471428571429,309.7202
2020-09-16,2020,9,16,Wednesday,37,2020-37,317.99,319.43,315.2,315.48,82096000,-0.003968729980391883,319.565,310.1864
2020-09-17,2020,9,17,Thursday,37,2020-37,310.58,314.44,310.05,312.71,91523300,-0.008795286686704706,318.7342857142857,310.5526
2020-09-18,2020,9,18,Friday,37,2020-37,313.52,313.63,306.6,309.11,105877900,-0.011512600113225857,317.4971428571429,310.8804
2020-09-21,2020,9,21,Monday,38,2020-38,304.48,305.82,300.77,305.67,99450800,-0.011129742242076746,316.09857142857146,311.07959999999997
2020-09-22,2020,9,22,Tuesday,38,2020-38,307.16,309.34,304.63,308.78,63612100,0.010184528370644097,314.7035714285715,311.3922
2020-09-23,2020,9,23,Wednesday,38,2020-38,309.34,309.62,301.11,301.62,93112200,-0.023190951962841932,312.4578571428571,311.48560000000003
2020-09-24,2020,9,24,Thursday,38,2020-38,300.29,305.51,298.96,302.42,76681300,0.0026656721407414263,311.0878571428571,311.54040000000003
2020-09-25,2020,9,25,Friday,38,2020-38,301.56,308.11,300.68,307.31,71069400,0.016166854124540775,310.255,311.7128
2020-09-28,2020,9,28,Monday,39,2020-39,311.51,313.14,310.51,312.42,64584600,0.01660934785251067,310.40928571428566,311.97
2020-09-29,2020,9,29,Tuesday,39,2020-39,312.21,312.96,310.01,310.71,51304000,-0.005446190226123249,310.0042857142857,312.1446
2020-09-30,2020,9,30,Wednesday,39,2020-39,311.39,316.25,311.19,313.07,104081100,0.007582089622603538,310.15999999999997,312.35360000000003
2020-10-01,2020,10,1,Thursday,39,2020-39,315.69,316.67,313.18,315.08,88698700,0.00641992238580924,310.4478571428571,312.5682
2020-10-02,2020,10,2,Friday,39,2020-39,310.09,315.05,309.61,312.09,89431100,-0.009494359609439673,310.2292857142857,312.79580000000004
2020-10-05,2020,10,5,Monday,40,2020-40,314.16,317.81,314.12,317.62,45713100,0.01773300141220968,310.2921428571429,313.1726
2020-10-06,2020,10,6,Tuesday,40,2020-40,317.76,319.88,312.59,313.11,90128900,-0.014215872926197304,310.1228571428572,313.41560000000004
2020-10-07,2020,10,7,Wednesday,40,2020-40,316.09,319.37,316.06,318.56,56999600,0.01740657525851086,310.5407142857143,313.8058
2020-10-08,2020,10,8,Thursday,40,2020-40,320.51,321.45,319.59,321.38,45242500,0.008862475147305648,311.4171428571429,314.1788
2020-10-09,2020,10,9,Friday,40,2020-40,323.05,324.72,322.42,324.25,59528600,0.008930381557640699,312.7442857142857,314.6308
2020-10-12,2020,10,12,Monday,41,2020-41,326.81,330.95,326.32,329.47,80388500,0.01608733990565514,314.22214285714284,315.1396
